Plant,Score,Population,Area
Plant 3786-1,0.428571428571429,LA 3786,Northern
Plant 3786-1,0.333333333333333,LA 3786,Northern
Plant 3786-1,0.6,LA 3786,Northern
Plant 3786-1,0.823529411764706,LA 3786,Northern
Plant 3786-1,0.7,LA 3786,Northern
Plant 3786-1,0.307692307692308,LA 3786,Northern
Plant 3786-1,0.6,LA 3786,Northern
Plant 3786-1,0.625,LA 3786,Northern
Plant 3786-3,0.333333333333333,LA 3786,Northern
Plant 3786-3,0.777777777777778,LA 3786,Northern
Plant 3786-3,0.555555555555556,LA 3786,Northern
Plant 3786-3,0.666666666666667,LA 3786,Northern
Plant 3786-3,1,LA 3786,Northern
Plant 3786-3,0.666666666666667,LA 3786,Northern
Plant 3786-3,0.666666666666667,LA 3786,Northern
Plant 3786-3,0.909090909090909,LA 3786,Northern
Plant 3786-4,0.727272727272727,LA 3786,Northern
Plant 3786-4,0.555555555555556,LA 3786,Northern
Plant 3786-4,0.727272727272727,LA 3786,Northern
Plant 3786-4,0.666666666666667,LA 3786,Northern
Plant 3786-4,0.555555555555556,LA 3786,Northern
Plant 3786-4,0.727272727272727,LA 3786,Northern
Plant 3786-4,0.7,LA 3786,Northern
Plant 3786-4,0.666666666666667,LA 3786,Northern
Plant 3786-5,0.777777777777778,LA 3786,Northern
Plant 3786-5,1,LA 3786,Northern
Plant 3786-5,0.714285714285714,LA 3786,Northern
Plant 3786-5,0.777777777777778,LA 3786,Northern
Plant 3786-5,0.5,LA 3786,Northern
Plant 3786-5,0.777777777777778,LA 3786,Northern
Plant 3786-5,0.888888888888889,LA 3786,Northern
Plant 3786-5,0.666666666666667,LA 3786,Northern
Plant 3786-6,0.888888888888889,LA 3786,Northern
Plant 3786-6,0.888888888888889,LA 3786,Northern
Plant 3786-6,0.777777777777778,LA 3786,Northern
Plant 3786-6,0.818181818181818,LA 3786,Northern
Plant 3786-6,0.666666666666667,LA 3786,Northern
Plant 3786-6,0.666666666666667,LA 3786,Northern
Plant 3786-6,1,LA 3786,Northern
Plant 3786-6,1,LA 3786,Northern
Plant 3786-7,0,LA 3786,Northern
Plant 3786-7,0,LA 3786,Northern
Plant 3786-7,1,LA 3786,Northern
Plant 3786-7,0.916666666666667,LA 3786,Northern
Plant 3786-7,0,LA 3786,Northern
Plant 3786-7,0,LA 3786,Northern
Plant 3786-7,0.777777777777778,LA 3786,Northern
Plant 3786-7,0.888888888888889,LA 3786,Northern
Plant 3786-8,0,LA 3786,Northern
Plant 3786-8,0,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-8,0,LA 3786,Northern
Plant 3786-8,0,LA 3786,Northern
Plant 3786-8,0.727272727272727,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-10,0,LA 3786,Northern
Plant 3786-10,0,LA 3786,Northern
Plant 3786-10,0.571428571428571,LA 3786,Northern
Plant 3786-10,0.8,LA 3786,Northern
Plant 3786-10,0,LA 3786,Northern
Plant 3786-10,0,LA 3786,Northern
Plant 3786-10,0.8,LA 3786,Northern
Plant 3786-10,0.75,LA 3786,Northern
Plant 3786-11,0,LA 3786,Northern
Plant 3786-11,0,LA 3786,Northern
Plant 3786-11,1,LA 3786,Northern
Plant 3786-11,1,LA 3786,Northern
Plant 3786-11,0,LA 3786,Northern
Plant 3786-11,0,LA 3786,Northern
Plant 3786-11,1,LA 3786,Northern
Plant 3786-11,0.9,LA 3786,Northern
Plant 3786-12,0.75,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,0.916666666666667,LA 3786,Northern
Plant 3786-12,0.1,LA 3786,Northern
Plant 3786-12,0.909090909090909,LA 3786,Northern
Plant 3786-12,0.727272727272727,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,0.8,LA 3786,Northern
Plant 3786-1,0.555555555555556,LA 3786,Northern
Plant 3786-1,0.333333333333333,LA 3786,Northern
Plant 3786-1,0.666666666666667,LA 3786,Northern
Plant 3786-1,0.888888888888889,LA 3786,Northern
Plant 3786-1,0.7,LA 3786,Northern
Plant 3786-1,0.555555555555556,LA 3786,Northern
Plant 3786-1,0.7,LA 3786,Northern
Plant 3786-1,0.8,LA 3786,Northern
Plant 3786-3,0.444444444444444,LA 3786,Northern
Plant 3786-3,0.222222222222222,LA 3786,Northern
Plant 3786-3,0.222222222222222,LA 3786,Northern
Plant 3786-3,0.333333333333333,LA 3786,Northern
Plant 3786-3,0.444444444444444,LA 3786,Northern
Plant 3786-3,0,LA 3786,Northern
Plant 3786-3,0.333333333333333,LA 3786,Northern
Plant 3786-3,0.222222222222222,LA 3786,Northern
Plant 3786-4,0.444444444444444,LA 3786,Northern
Plant 3786-4,0.454545454545455,LA 3786,Northern
Plant 3786-4,0.111111111111111,LA 3786,Northern
Plant 3786-4,0.444444444444444,LA 3786,Northern
Plant 3786-4,0.444444444444444,LA 3786,Northern
Plant 3786-4,0.666666666666667,LA 3786,Northern
Plant 3786-4,0.222222222222222,LA 3786,Northern
Plant 3786-4,0,LA 3786,Northern
Plant 3786-5,0.888888888888889,LA 3786,Northern
Plant 3786-5,1,LA 3786,Northern
Plant 3786-5,0.888888888888889,LA 3786,Northern
Plant 3786-5,0.555555555555556,LA 3786,Northern
Plant 3786-5,0.888888888888889,LA 3786,Northern
Plant 3786-5,0.714285714285714,LA 3786,Northern
Plant 3786-5,1,LA 3786,Northern
Plant 3786-5,0.777777777777778,LA 3786,Northern
Plant 3786-6,0.545454545454545,LA 3786,Northern
Plant 3786-6,1,LA 3786,Northern
Plant 3786-6,0.555555555555556,LA 3786,Northern
Plant 3786-6,0.571428571428571,LA 3786,Northern
Plant 3786-6,0.888888888888889,LA 3786,Northern
Plant 3786-6,0.444444444444444,LA 3786,Northern
Plant 3786-6,0.777777777777778,LA 3786,Northern
Plant 3786-6,0.555555555555556,LA 3786,Northern
Plant 3786-7,0.428571428571429,LA 3786,Northern
Plant 3786-7,0.666666666666667,LA 3786,Northern
Plant 3786-7,0.571428571428571,LA 3786,Northern
Plant 3786-7,0.571428571428571,LA 3786,Northern
Plant 3786-7,0.428571428571429,LA 3786,Northern
Plant 3786-7,0.428571428571429,LA 3786,Northern
Plant 3786-7,0.428571428571429,LA 3786,Northern
Plant 3786-7,0.6,LA 3786,Northern
Plant 3786-8,0.5,LA 3786,Northern
Plant 3786-8,0.833333333333333,LA 3786,Northern
Plant 3786-8,0.75,LA 3786,Northern
Plant 3786-8,0.857142857142857,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-8,0.857142857142857,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-8,0.75,LA 3786,Northern
Plant 3786-10,1,LA 3786,Northern
Plant 3786-10,1,LA 3786,Northern
Plant 3786-10,0.8,LA 3786,Northern
Plant 3786-10,0.8,LA 3786,Northern
Plant 3786-10,1,LA 3786,Northern
Plant 3786-10,0.7,LA 3786,Northern
Plant 3786-10,0.7,LA 3786,Northern
Plant 3786-10,0.8,LA 3786,Northern
Plant 3786-11,0.7,LA 3786,Northern
Plant 3786-11,0.5,LA 3786,Northern
Plant 3786-11,0.5,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.857142857142857,LA 3786,Northern
Plant 3786-11,0.857142857142857,LA 3786,Northern
Plant 3786-11,0.857142857142857,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-1,0.375,LA 3786,Northern
Plant 3786-1,0.5,LA 3786,Northern
Plant 3786-1,0.6,LA 3786,Northern
Plant 3786-1,0.375,LA 3786,Northern
Plant 3786-1,0.307692307692308,LA 3786,Northern
Plant 3786-1,0.5,LA 3786,Northern
Plant 3786-1,0.5,LA 3786,Northern
Plant 3786-1,0.5,LA 3786,Northern
Plant 3786-3,0.444444444444444,LA 3786,Northern
Plant 3786-3,0.8,LA 3786,Northern
Plant 3786-3,0,LA 3786,Northern
Plant 3786-3,0.5,LA 3786,Northern
Plant 3786-3,0.8,LA 3786,Northern
Plant 3786-3,0.625,LA 3786,Northern
Plant 3786-3,0.444444444444444,LA 3786,Northern
Plant 3786-3,0.444444444444444,LA 3786,Northern
Plant 3786-4,0.666666666666667,LA 3786,Northern
Plant 3786-4,0.777777777777778,LA 3786,Northern
Plant 3786-4,0.666666666666667,LA 3786,Northern
Plant 3786-4,1,LA 3786,Northern
Plant 3786-4,0.75,LA 3786,Northern
Plant 3786-4,0.444444444444444,LA 3786,Northern
Plant 3786-4,0.25,LA 3786,Northern
Plant 3786-4,0.375,LA 3786,Northern
Plant 3786-5,0.777777777777778,LA 3786,Northern
Plant 3786-5,0.555555555555556,LA 3786,Northern
Plant 3786-5,0.875,LA 3786,Northern
Plant 3786-5,0.555555555555556,LA 3786,Northern
Plant 3786-5,0.428571428571429,LA 3786,Northern
Plant 3786-5,0.714285714285714,LA 3786,Northern
Plant 3786-5,1,LA 3786,Northern
Plant 3786-5,0.666666666666667,LA 3786,Northern
Plant 3786-6,0.333333333333333,LA 3786,Northern
Plant 3786-6,0.888888888888889,LA 3786,Northern
Plant 3786-6,0.75,LA 3786,Northern
Plant 3786-6,1,LA 3786,Northern
Plant 3786-6,0.888888888888889,LA 3786,Northern
Plant 3786-6,0.444444444444444,LA 3786,Northern
Plant 3786-6,0.777777777777778,LA 3786,Northern
Plant 3786-6,0.555555555555556,LA 3786,Northern
Plant 3786-7,0.714285714285714,LA 3786,Northern
Plant 3786-7,0.857142857142857,LA 3786,Northern
Plant 3786-7,0.571428571428571,LA 3786,Northern
Plant 3786-7,0.857142857142857,LA 3786,Northern
Plant 3786-7,0.857142857142857,LA 3786,Northern
Plant 3786-7,0.6,LA 3786,Northern
Plant 3786-7,0.857142857142857,LA 3786,Northern
Plant 3786-7,0.714285714285714,LA 3786,Northern
Plant 3786-8,0.888888888888889,LA 3786,Northern
Plant 3786-8,0.888888888888889,LA 3786,Northern
Plant 3786-8,0.857142857142857,LA 3786,Northern
Plant 3786-8,0.888888888888889,LA 3786,Northern
Plant 3786-8,1,LA 3786,Northern
Plant 3786-8,0.888888888888889,LA 3786,Northern
Plant 3786-8,0.888888888888889,LA 3786,Northern
Plant 3786-8,0.8,LA 3786,Northern
Plant 3786-10,0.5,LA 3786,Northern
Plant 3786-10,0.777777777777778,LA 3786,Northern
Plant 3786-10,0.888888888888889,LA 3786,Northern
Plant 3786-10,0.636363636363636,LA 3786,Northern
Plant 3786-10,0.444444444444444,LA 3786,Northern
Plant 3786-10,0.444444444444444,LA 3786,Northern
Plant 3786-10,1,LA 3786,Northern
Plant 3786-10,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.875,LA 3786,Northern
Plant 3786-11,0.571428571428571,LA 3786,Northern
Plant 3786-11,0.571428571428571,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-11,0.428571428571429,LA 3786,Northern
Plant 3786-11,0.714285714285714,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,0.888888888888889,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 3786-12,1,LA 3786,Northern
Plant 1963-1,0.9,LA 1963,Central
Plant 1963-1,0.545454545454545,LA 1963,Central
Plant 1963-1,0.7,LA 1963,Central
Plant 1963-1,0.727272727272727,LA 1963,Central
Plant 1963-1,0.727272727272727,LA 1963,Central
Plant 1963-1,0.7,LA 1963,Central
Plant 1963-1,0.818181818181818,LA 1963,Central
Plant 1963-1,0.9,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,0.6,LA 1963,Central
Plant 1963-2,0.6,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,0.4,LA 1963,Central
Plant 1963-2,0.583333333333333,LA 1963,Central
Plant 1963-2,0.666666666666667,LA 1963,Central
Plant 1963-2,0.333333333333333,LA 1963,Central
Plant 1963-3,1,LA 1963,Central
Plant 1963-3,0.8,LA 1963,Central
Plant 1963-3,1,LA 1963,Central
Plant 1963-3,0.916666666666667,LA 1963,Central
Plant 1963-3,0.769230769230769,LA 1963,Central
Plant 1963-3,0.4,LA 1963,Central
Plant 1963-3,0.7,LA 1963,Central
Plant 1963-3,0.727272727272727,LA 1963,Central
Plant 1963-4,0.4,LA 1963,Central
Plant 1963-4,0.6,LA 1963,Central
Plant 1963-4,0.6,LA 1963,Central
Plant 1963-4,1,LA 1963,Central
Plant 1963-4,0.8,LA 1963,Central
Plant 1963-4,0.8,LA 1963,Central
Plant 1963-4,0.888888888888889,LA 1963,Central
Plant 1963-4,1,LA 1963,Central
Plant 1963-5,0.7,LA 1963,Central
Plant 1963-5,0.8,LA 1963,Central
Plant 1963-5,0.777777777777778,LA 1963,Central
Plant 1963-5,0.777777777777778,LA 1963,Central
Plant 1963-5,0.9,LA 1963,Central
Plant 1963-5,0.7,LA 1963,Central
Plant 1963-5,0.7,LA 1963,Central
Plant 1963-5,0.444444444444444,LA 1963,Central
Plant 1963-6,0.909090909090909,LA 1963,Central
Plant 1963-6,1,LA 1963,Central
Plant 1963-6,0.9,LA 1963,Central
Plant 1963-6,1,LA 1963,Central
Plant 1963-6,0.785714285714286,LA 1963,Central
Plant 1963-6,0.916666666666667,LA 1963,Central
Plant 1963-6,0.666666666666667,LA 1963,Central
Plant 1963-6,0.916666666666667,LA 1963,Central
Plant 1963-7,0.6,LA 1963,Central
Plant 1963-7,0.272727272727273,LA 1963,Central
Plant 1963-7,0.8,LA 1963,Central
Plant 1963-7,1,LA 1963,Central
Plant 1963-7,0.5,LA 1963,Central
Plant 1963-7,1,LA 1963,Central
Plant 1963-7,0.7,LA 1963,Central
Plant 1963-7,0.4,LA 1963,Central
Plant 1963-8,0.8,LA 1963,Central
Plant 1963-8,0.3,LA 1963,Central
Plant 1963-8,0.7,LA 1963,Central
Plant 1963-8,1,LA 1963,Central
Plant 1963-8,0.6,LA 1963,Central
Plant 1963-8,0.8,LA 1963,Central
Plant 1963-8,0.7,LA 1963,Central
Plant 1963-8,0.8,LA 1963,Central
Plant 1963-10,0.833333333333333,LA 1963,Central
Plant 1963-10,0.916666666666667,LA 1963,Central
Plant 1963-10,0.8,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,0.9,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,0.583333333333333,LA 1963,Central
Plant 1963-1,0.666666666666667,LA 1963,Central
Plant 1963-1,0.875,LA 1963,Central
Plant 1963-1,0.571428571428571,LA 1963,Central
Plant 1963-1,1,LA 1963,Central
Plant 1963-1,0.857142857142857,LA 1963,Central
Plant 1963-1,1,LA 1963,Central
Plant 1963-1,0.777777777777778,LA 1963,Central
Plant 1963-1,0.875,LA 1963,Central
Plant 1963-2,0.818181818181818,LA 1963,Central
Plant 1963-2,0.555555555555556,LA 1963,Central
Plant 1963-2,0.6,LA 1963,Central
Plant 1963-2,0.444444444444444,LA 1963,Central
Plant 1963-2,0.666666666666667,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,0.625,LA 1963,Central
Plant 1963-2,0.666666666666667,LA 1963,Central
Plant 1963-3,0.888888888888889,LA 1963,Central
Plant 1963-3,0.75,LA 1963,Central
Plant 1963-3,0.888888888888889,LA 1963,Central
Plant 1963-3,0.75,LA 1963,Central
Plant 1963-3,0.888888888888889,LA 1963,Central
Plant 1963-3,0.75,LA 1963,Central
Plant 1963-3,0.777777777777778,LA 1963,Central
Plant 1963-3,0.666666666666667,LA 1963,Central
Plant 1963-4,0.5,LA 1963,Central
Plant 1963-4,0.5,LA 1963,Central
Plant 1963-4,0.5,LA 1963,Central
Plant 1963-4,0.5,LA 1963,Central
Plant 1963-4,0.444444444444444,LA 1963,Central
Plant 1963-4,0.454545454545455,LA 1963,Central
Plant 1963-4,0.666666666666667,LA 1963,Central
Plant 1963-4,0.5,LA 1963,Central
Plant 1963-5,0.888888888888889,LA 1963,Central
Plant 1963-5,0.875,LA 1963,Central
Plant 1963-5,0.888888888888889,LA 1963,Central
Plant 1963-5,0.777777777777778,LA 1963,Central
Plant 1963-5,0.75,LA 1963,Central
Plant 1963-5,0.857142857142857,LA 1963,Central
Plant 1963-5,0.875,LA 1963,Central
Plant 1963-5,0.777777777777778,LA 1963,Central
Plant 1963-6,0.461538461538462,LA 1963,Central
Plant 1963-6,0.5,LA 1963,Central
Plant 1963-6,0.636363636363636,LA 1963,Central
Plant 1963-6,0.727272727272727,LA 1963,Central
Plant 1963-6,0.545454545454545,LA 1963,Central
Plant 1963-6,0.363636363636364,LA 1963,Central
Plant 1963-6,0.666666666666667,LA 1963,Central
Plant 1963-6,0.769230769230769,LA 1963,Central
Plant 1963-7,0.333333333333333,LA 1963,Central
Plant 1963-7,0.4,LA 1963,Central
Plant 1963-7,0.75,LA 1963,Central
Plant 1963-7,0.222222222222222,LA 1963,Central
Plant 1963-7,0.5,LA 1963,Central
Plant 1963-7,0.444444444444444,LA 1963,Central
Plant 1963-7,0.375,LA 1963,Central
Plant 1963-7,0.333333333333333,LA 1963,Central
Plant 1963-8,0.666666666666667,LA 1963,Central
Plant 1963-8,0.555555555555556,LA 1963,Central
Plant 1963-8,0.666666666666667,LA 1963,Central
Plant 1963-8,1,LA 1963,Central
Plant 1963-8,0.9,LA 1963,Central
Plant 1963-8,0.9,LA 1963,Central
Plant 1963-8,0.818181818181818,LA 1963,Central
Plant 1963-8,0.727272727272727,LA 1963,Central
Plant 1963-9,0.444444444444444,LA 1963,Central
Plant 1963-9,0.636363636363636,LA 1963,Central
Plant 1963-9,0.6,LA 1963,Central
Plant 1963-9,0.666666666666667,LA 1963,Central
Plant 1963-9,0.5,LA 1963,Central
Plant 1963-9,0.666666666666667,LA 1963,Central
Plant 1963-9,0.666666666666667,LA 1963,Central
Plant 1963-9,0.888888888888889,LA 1963,Central
Plant 1963-10,0.888888888888889,LA 1963,Central
Plant 1963-10,0.888888888888889,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,0.888888888888889,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,0.888888888888889,LA 1963,Central
Plant 1963-10,0.888888888888889,LA 1963,Central
Plant 1963-1,0.769230769230769,LA 1963,Central
Plant 1963-1,0.555555555555556,LA 1963,Central
Plant 1963-1,0.857142857142857,LA 1963,Central
Plant 1963-1,1,LA 1963,Central
Plant 1963-1,0.636363636363636,LA 1963,Central
Plant 1963-1,0.875,LA 1963,Central
Plant 1963-1,0.777777777777778,LA 1963,Central
Plant 1963-1,1,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,0.777777777777778,LA 1963,Central
Plant 1963-2,0.571428571428571,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,0.428571428571429,LA 1963,Central
Plant 1963-2,0,LA 1963,Central
Plant 1963-2,0.5,LA 1963,Central
Plant 1963-2,1,LA 1963,Central
Plant 1963-3,0.777777777777778,LA 1963,Central
Plant 1963-3,0.555555555555556,LA 1963,Central
Plant 1963-3,0.666666666666667,LA 1963,Central
Plant 1963-3,0.444444444444444,LA 1963,Central
Plant 1963-3,0.714285714285714,LA 1963,Central
Plant 1963-3,0.714285714285714,LA 1963,Central
Plant 1963-3,0.714285714285714,LA 1963,Central
Plant 1963-3,0.625,LA 1963,Central
Plant 1963-4,0.333333333333333,LA 1963,Central
Plant 1963-4,0.555555555555556,LA 1963,Central
Plant 1963-4,0.125,LA 1963,Central
Plant 1963-4,0.25,LA 1963,Central
Plant 1963-4,0.333333333333333,LA 1963,Central
Plant 1963-4,0.555555555555556,LA 1963,Central
Plant 1963-4,0.125,LA 1963,Central
Plant 1963-4,0.25,LA 1963,Central
Plant 1963-5,0.875,LA 1963,Central
Plant 1963-5,0.818181818181818,LA 1963,Central
Plant 1963-5,0.545454545454545,LA 1963,Central
Plant 1963-5,1,LA 1963,Central
Plant 1963-5,0.555555555555556,LA 1963,Central
Plant 1963-5,0.454545454545455,LA 1963,Central
Plant 1963-5,0.571428571428571,LA 1963,Central
Plant 1963-5,0.8,LA 1963,Central
Plant 1963-6,0.666666666666667,LA 1963,Central
Plant 1963-6,0.75,LA 1963,Central
Plant 1963-6,0.75,LA 1963,Central
Plant 1963-6,0.777777777777778,LA 1963,Central
Plant 1963-6,0.727272727272727,LA 1963,Central
Plant 1963-6,0.125,LA 1963,Central
Plant 1963-6,0.857142857142857,LA 1963,Central
Plant 1963-6,0.5,LA 1963,Central
Plant 1963-7,0.428571428571429,LA 1963,Central
Plant 1963-7,0.625,LA 1963,Central
Plant 1963-7,0.333333333333333,LA 1963,Central
Plant 1963-7,0.571428571428571,LA 1963,Central
Plant 1963-7,0.666666666666667,LA 1963,Central
Plant 1963-7,0.444444444444444,LA 1963,Central
Plant 1963-7,0.25,LA 1963,Central
Plant 1963-7,0.444444444444444,LA 1963,Central
Plant 1963-8,0.5,LA 1963,Central
Plant 1963-8,0.5,LA 1963,Central
Plant 1963-8,0.777777777777778,LA 1963,Central
Plant 1963-8,0.5,LA 1963,Central
Plant 1963-8,0.375,LA 1963,Central
Plant 1963-8,0.888888888888889,LA 1963,Central
Plant 1963-8,1,LA 1963,Central
Plant 1963-8,0.75,LA 1963,Central
Plant 1963-9,0.571428571428571,LA 1963,Central
Plant 1963-9,0.571428571428571,LA 1963,Central
Plant 1963-9,0.857142857142857,LA 1963,Central
Plant 1963-9,0.857142857142857,LA 1963,Central
Plant 1963-9,0.857142857142857,LA 1963,Central
Plant 1963-9,0.857142857142857,LA 1963,Central
Plant 1963-9,0.875,LA 1963,Central
Plant 1963-9,0.6,LA 1963,Central
Plant 1963-10,0.777777777777778,LA 1963,Central
Plant 1963-10,0.714285714285714,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1963-10,0.714285714285714,LA 1963,Central
Plant 1963-10,0.875,LA 1963,Central
Plant 1963-10,0.857142857142857,LA 1963,Central
Plant 1963-10,0.714285714285714,LA 1963,Central
Plant 1963-10,1,LA 1963,Central
Plant 1958-2,0.714285714285714,LA 1958,Central
Plant 1958-2,0.714285714285714,LA 1958,Central
Plant 1958-2,0.833333333333333,LA 1958,Central
Plant 1958-2,0.857142857142857,LA 1958,Central
Plant 1958-2,0.285714285714286,LA 1958,Central
Plant 1958-2,0.571428571428571,LA 1958,Central
Plant 1958-2,0.571428571428571,LA 1958,Central
Plant 1958-2,0.571428571428571,LA 1958,Central
Plant 1958-4,0.571428571428571,LA 1958,Central
Plant 1958-4,0.428571428571429,LA 1958,Central
Plant 1958-4,0.142857142857143,LA 1958,Central
Plant 1958-4,0.142857142857143,LA 1958,Central
Plant 1958-4,0.571428571428571,LA 1958,Central
Plant 1958-4,0.285714285714286,LA 1958,Central
Plant 1958-4,0.142857142857143,LA 1958,Central
Plant 1958-4,0.285714285714286,LA 1958,Central
Plant 1958-5,0.6,LA 1958,Central
Plant 1958-5,0.8,LA 1958,Central
Plant 1958-5,0.8,LA 1958,Central
Plant 1958-5,0.8,LA 1958,Central
Plant 1958-5,0.8,LA 1958,Central
Plant 1958-5,0.8,LA 1958,Central
Plant 1958-5,0.714285714285714,LA 1958,Central
Plant 1958-5,0.857142857142857,LA 1958,Central
Plant 1958-6,0.571428571428571,LA 1958,Central
Plant 1958-6,0.666666666666667,LA 1958,Central
Plant 1958-6,0.833333333333333,LA 1958,Central
Plant 1958-6,0.714285714285714,LA 1958,Central
Plant 1958-6,0.428571428571429,LA 1958,Central
Plant 1958-6,0.833333333333333,LA 1958,Central
Plant 1958-6,0.777777777777778,LA 1958,Central
Plant 1958-6,1,LA 1958,Central
Plant 1958-7,0.6,LA 1958,Central
Plant 1958-7,0.8,LA 1958,Central
Plant 1958-7,0.571428571428571,LA 1958,Central
Plant 1958-7,0.571428571428571,LA 1958,Central
Plant 1958-7,0.5,LA 1958,Central
Plant 1958-7,0.833333333333333,LA 1958,Central
Plant 1958-7,0.8,LA 1958,Central
Plant 1958-7,0.6,LA 1958,Central
Plant 1958-8,0.4,LA 1958,Central
Plant 1958-8,0.666666666666667,LA 1958,Central
Plant 1958-8,0.666666666666667,LA 1958,Central
Plant 1958-8,0.666666666666667,LA 1958,Central
Plant 1958-8,0.6,LA 1958,Central
Plant 1958-8,0.6,LA 1958,Central
Plant 1958-8,0.666666666666667,LA 1958,Central
Plant 1958-8,0.714285714285714,LA 1958,Central
Plant 1958-9,0.25,LA 1958,Central
Plant 1958-9,0.428571428571429,LA 1958,Central
Plant 1958-9,1,LA 1958,Central
Plant 1958-9,1,LA 1958,Central
Plant 1958-9,0.25,LA 1958,Central
Plant 1958-9,0.8,LA 1958,Central
