Plant,Score,Population,Area
Plant 4330-3,0.916666666666667,LA 4330,Southern Highlands 
Plant 4330-3,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-3,0.909090909090909,LA 4330,Southern Highlands 
Plant 4330-3,0.615384615384615,LA 4330,Southern Highlands 
Plant 4330-3,1,LA 4330,Southern Highlands 
Plant 4330-3,0.75,LA 4330,Southern Highlands 
Plant 4330-4,1,LA 4330,Southern Highlands 
Plant 4330-4,1,LA 4330,Southern Highlands 
Plant 4330-4,0.75,LA 4330,Southern Highlands 
Plant 4330-4,0.9,LA 4330,Southern Highlands 
Plant 4330-4,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-4,0.727272727272727,LA 4330,Southern Highlands 
Plant 4330-4,0.9,LA 4330,Southern Highlands 
Plant 4330-4,0.714285714285714,LA 4330,Southern Highlands 
Plant 4330-5,0.9,LA 4330,Southern Highlands 
Plant 4330-5,0.5,LA 4330,Southern Highlands 
Plant 4330-5,0.636363636363636,LA 4330,Southern Highlands 
Plant 4330-5,0.7,LA 4330,Southern Highlands 
Plant 4330-5,0.8,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-5,0.9,LA 4330,Southern Highlands 
Plant 4330-6,0.7,LA 4330,Southern Highlands 
Plant 4330-6,0.8,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,0.75,LA 4330,Southern Highlands 
Plant 4330-6,0.7,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,0.7,LA 4330,Southern Highlands 
Plant 4330-8,0.818181818181818,LA 4330,Southern Highlands 
Plant 4330-8,0.5,LA 4330,Southern Highlands 
Plant 4330-8,0.9,LA 4330,Southern Highlands 
Plant 4330-8,0.9,LA 4330,Southern Highlands 
Plant 4330-8,0,LA 4330,Southern Highlands 
Plant 4330-8,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-8,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-8,0.3,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-9,0.916666666666667,LA 4330,Southern Highlands 
Plant 4330-9,0.727272727272727,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.833333333333333,LA 4330,Southern Highlands 
Plant 4330-9,0.916666666666667,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,0.818181818181818,LA 4330,Southern Highlands 
Plant 4330-12,0.7,LA 4330,Southern Highlands 
Plant 4330-12,0.916666666666667,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,0.636363636363636,LA 4330,Southern Highlands 
Plant 4330-12,0.5,LA 4330,Southern Highlands 
Plant 4330-12,0.8,LA 4330,Southern Highlands 
Plant 4330-13,0.545454545454545,LA 4330,Southern Highlands 
Plant 4330-13,0.7,LA 4330,Southern Highlands 
Plant 4330-13,0.5,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,0.444444444444444,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,0.9,LA 4330,Southern Highlands 
Plant 4330-13,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.5,LA 4330,Southern Highlands 
Plant 4330-P1,0.4,LA 4330,Southern Highlands 
Plant 4330-P1,0.727272727272727,LA 4330,Southern Highlands 
Plant 4330-P1,0.8,LA 4330,Southern Highlands 
Plant 4330-P1,0.4,LA 4330,Southern Highlands 
Plant 4330-P1,0,LA 4330,Southern Highlands 
Plant 4330-P1,0.909090909090909,LA 4330,Southern Highlands 
Plant 4330-P1,0.571428571428571,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-1,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-1,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-3,0.416666666666667,LA 4330,Southern Highlands 
Plant 4330-3,1,LA 4330,Southern Highlands 
Plant 4330-3,1,LA 4330,Southern Highlands 
Plant 4330-3,0.8,LA 4330,Southern Highlands 
Plant 4330-3,0.555555555555556,LA 4330,Southern Highlands 
Plant 4330-3,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-3,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-3,0.8,LA 4330,Southern Highlands 
Plant 4330-4,0.75,LA 4330,Southern Highlands 
Plant 4330-4,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-4,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-4,0.8,LA 4330,Southern Highlands 
Plant 4330-4,0.75,LA 4330,Southern Highlands 
Plant 4330-4,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-4,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-4,0.8,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,0.8,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,0.375,LA 4330,Southern Highlands 
Plant 4330-8,0.25,LA 4330,Southern Highlands 
Plant 4330-8,0.125,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.8,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.8,LA 4330,Southern Highlands 
Plant 4330-9,0.8,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,0.8,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-13,1,LA 4330,Southern Highlands 
Plant 4330-P1,1,LA 4330,Southern Highlands 
Plant 4330-P1,1,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.7,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.8,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.8,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,0.875,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,0.555555555555556,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-1,1,LA 4330,Southern Highlands 
Plant 4330-3,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-3,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-3,0.875,LA 4330,Southern Highlands 
Plant 4330-3,0.875,LA 4330,Southern Highlands 
Plant 4330-3,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-3,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-3,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-3,0.875,LA 4330,Southern Highlands 
Plant 4330-4,0.857142857142857,LA 4330,Southern Highlands 
Plant 4330-4,0.555555555555556,LA 4330,Southern Highlands 
Plant 4330-4,0.333333333333333,LA 4330,Southern Highlands 
Plant 4330-4,0.555555555555556,LA 4330,Southern Highlands 
Plant 4330-4,0.714285714285714,LA 4330,Southern Highlands 
Plant 4330-4,0.833333333333333,LA 4330,Southern Highlands 
Plant 4330-4,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-4,0.625,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-5,0.875,LA 4330,Southern Highlands 
Plant 4330-5,0.875,LA 4330,Southern Highlands 
Plant 4330-5,1,LA 4330,Southern Highlands 
Plant 4330-6,0.875,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-6,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,1,LA 4330,Southern Highlands 
Plant 4330-8,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-8,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-8,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-8,0.714285714285714,LA 4330,Southern Highlands 
Plant 4330-9,0.8,LA 4330,Southern Highlands 
Plant 4330-9,0.9,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-9,0.8,LA 4330,Southern Highlands 
Plant 4330-9,1,LA 4330,Southern Highlands 
Plant 4330-9,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-9,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,0.8,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-12,1,LA 4330,Southern Highlands 
Plant 4330-13,0.666666666666667,LA 4330,Southern Highlands 
Plant 4330-13,0.777777777777778,LA 4330,Southern Highlands 
Plant 4330-13,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-13,0.8,LA 4330,Southern Highlands 
Plant 4330-13,0.75,LA 4330,Southern Highlands 
Plant 4330-13,0.25,LA 4330,Southern Highlands 
Plant 4330-13,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-13,0.5,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.8,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.625,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
Plant 4330-P1,0.8,LA 4330,Southern Highlands 
Plant 4330-P1,0.888888888888889,LA 4330,Southern Highlands 
LA 4117A-1,0.5,LA 4117A,Southern Highlands 
LA 4117A-1,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-1,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-1,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-1,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-1,1,LA 4117A,Southern Highlands 
LA 4117A-1,0.571428571428571,LA 4117A,Southern Highlands 
LA 4117A-1,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-4,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-4,0.571428571428571,LA 4117A,Southern Highlands 
LA 4117A-4,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-4,0.875,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,0.75,LA 4117A,Southern Highlands 
LA 4117A-5,0.75,LA 4117A,Southern Highlands 
LA 4117A-5,0.8,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-6,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-6,0.5,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-6,0.428571428571429,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-9,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.5,LA 4117A,Southern Highlands 
LA 4117A-10,0.625,LA 4117A,Southern Highlands 
LA 4117A-10,0.375,LA 4117A,Southern Highlands 
LA 4117A-10,1,LA 4117A,Southern Highlands 
LA 4117A-10,0.285714285714286,LA 4117A,Southern Highlands 
LA 4117A-10,0.571428571428571,LA 4117A,Southern Highlands 
LA 4117A-10,0.875,LA 4117A,Southern Highlands 
LA 4117A-10,0.333333333333333,LA 4117A,Southern Highlands 
LA 4117A-10,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-11,0.428571428571429,LA 4117A,Southern Highlands 
LA 4117A-11,0.555555555555556,LA 4117A,Southern Highlands 
LA 4117A-11,0.636363636363636,LA 4117A,Southern Highlands 
LA 4117A-11,0.555555555555556,LA 4117A,Southern Highlands 
LA 4117A-11,0.727272727272727,LA 4117A,Southern Highlands 
LA 4117A-11,0.909090909090909,LA 4117A,Southern Highlands 
LA 4117A-11,0.875,LA 4117A,Southern Highlands 
LA 4117A-11,0.625,LA 4117A,Southern Highlands 
LA 4117A-12,0.555555555555556,LA 4117A,Southern Highlands 
LA 4117A-12,0.444444444444444,LA 4117A,Southern Highlands 
LA 4117A-12,0.75,LA 4117A,Southern Highlands 
LA 4117A-12,0,LA 4117A,Southern Highlands 
LA 4117A-12,0.428571428571429,LA 4117A,Southern Highlands 
LA 4117A-12,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-12,0.625,LA 4117A,Southern Highlands 
LA 4117A-12,0.5,LA 4117A,Southern Highlands 
LA 4117A-15,0.571428571428571,LA 4117A,Southern Highlands 
LA 4117A-15,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-15,0.625,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-15,0.444444444444444,LA 4117A,Southern Highlands 
LA 4117A-15,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-15,0.75,LA 4117A,Southern Highlands 
LA 4117A-1,0.625,LA 4117A,Southern Highlands 
LA 4117A-1,0.75,LA 4117A,Southern Highlands 
LA 4117A-1,0.875,LA 4117A,Southern Highlands 
LA 4117A-1,0.875,LA 4117A,Southern Highlands 
LA 4117A-1,0.875,LA 4117A,Southern Highlands 
LA 4117A-1,0.875,LA 4117A,Southern Highlands 
LA 4117A-1,0.875,LA 4117A,Southern Highlands 
LA 4117A-4,0.5,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,0.875,LA 4117A,Southern Highlands 
LA 4117A-4,0.625,LA 4117A,Southern Highlands 
LA 4117A-4,0.875,LA 4117A,Southern Highlands 
LA 4117A-4,0.75,LA 4117A,Southern Highlands 
LA 4117A-4,0.875,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,0.875,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,0.875,LA 4117A,Southern Highlands 
LA 4117A-5,0.75,LA 4117A,Southern Highlands 
LA 4117A-5,0.625,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.875,LA 4117A,Southern Highlands 
LA 4117A-6,0.75,LA 4117A,Southern Highlands 
LA 4117A-9,0.75,LA 4117A,Southern Highlands 
LA 4117A-9,0.75,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.875,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.875,LA 4117A,Southern Highlands 
LA 4117A-9,0.75,LA 4117A,Southern Highlands 
LA 4117A-10,0.625,LA 4117A,Southern Highlands 
LA 4117A-10,0.75,LA 4117A,Southern Highlands 
LA 4117A-10,1,LA 4117A,Southern Highlands 
LA 4117A-10,1,LA 4117A,Southern Highlands 
LA 4117A-10,0.625,LA 4117A,Southern Highlands 
LA 4117A-10,0.75,LA 4117A,Southern Highlands 
LA 4117A-10,1,LA 4117A,Southern Highlands 
LA 4117A-10,0.625,LA 4117A,Southern Highlands 
LA 4117A-11,0.5,LA 4117A,Southern Highlands 
LA 4117A-11,0.5,LA 4117A,Southern Highlands 
LA 4117A-11,0.75,LA 4117A,Southern Highlands 
LA 4117A-11,0.75,LA 4117A,Southern Highlands 
LA 4117A-11,0.75,LA 4117A,Southern Highlands 
LA 4117A-11,0.75,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.625,LA 4117A,Southern Highlands 
LA 4117A-12,0.75,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.75,LA 4117A,Southern Highlands 
LA 4117A-12,0.375,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-15,0.875,LA 4117A,Southern Highlands 
LA 4117A-15,0.875,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,0.5,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,0.75,LA 4117A,Southern Highlands 
LA 4117A-15,0.625,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-1,0.727272727272727,LA 4117A,Southern Highlands 
LA 4117A-1,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-1,0.75,LA 4117A,Southern Highlands 
LA 4117A-1,0.777777777777778,LA 4117A,Southern Highlands 
LA 4117A-1,0.625,LA 4117A,Southern Highlands 
LA 4117A-1,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-1,0.375,LA 4117A,Southern Highlands 
LA 4117A-1,0.75,LA 4117A,Southern Highlands 
LA 4117A-4,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,0.625,LA 4117A,Southern Highlands 
LA 4117A-4,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-4,1,LA 4117A,Southern Highlands 
LA 4117A-4,0.375,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-5,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-6,1,LA 4117A,Southern Highlands 
LA 4117A-6,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.875,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-9,0.875,LA 4117A,Southern Highlands 
LA 4117A-9,1,LA 4117A,Southern Highlands 
LA 4117A-10,0.571428571428571,LA 4117A,Southern Highlands 
LA 4117A-10,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-10,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-10,1,LA 4117A,Southern Highlands 
LA 4117A-10,0.5,LA 4117A,Southern Highlands 
LA 4117A-10,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-10,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-10,0.857142857142857,LA 4117A,Southern Highlands 
LA 4117A-11,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-11,0.666666666666667,LA 4117A,Southern Highlands 
LA 4117A-11,0.625,LA 4117A,Southern Highlands 
LA 4117A-11,0.75,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-11,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.777777777777778,LA 4117A,Southern Highlands 
LA 4117A-12,0.625,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.875,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-12,0.888888888888889,LA 4117A,Southern Highlands 
LA 4117A-12,1,LA 4117A,Southern Highlands 
LA 4117A-15,0.777777777777778,LA 4117A,Southern Highlands 
LA 4117A-15,0.714285714285714,LA 4117A,Southern Highlands 
LA 4117A-15,0.777777777777778,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,0.7,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
LA 4117A-15,1,LA 4117A,Southern Highlands 
